GEOID,NAMELSAD,ALAND,Shape_Leng,Shape_Area,Pop_Fa100,Pop_Fa500,Pop_Fe100,Pop_evac,Pop_NSF,Fa100_TP,Fa100_FP,Fa100_TN,Fa100_FN,Fa100_acc,Fa100_pre,Fa100_rec,Fa500_TP,Fa500_FP,Fa500_TN,Fa500_FN,Fa500_acc,Fa500_pre,Fa500_rec,Fe100_TP,Fe100_FP,Fe100_TN,Fe100_FN,Fe100_acc,Fe100_pre,Fe100_rec,Evac_TP,Evac_FP,Evac_TN,Evac_FN,Evac_acc,Evac_pre,Evac_rec,SoVI_S,FepreS,FeaccS,FerecS,Evac_preS,Evac_accS,Evac_recS,elderly,avghouse,female,kid,unemployed,house75k,poverty,rental,mobile,femalehous,nodiploma,labor,femalelab,medage,income,medhome,medrent,SSrecip,white,black,amerind,asian,hawaiian,hispanic,primaryemp,transemp,serviceemp,housesqml,SoVI_Score,SoVI_Q,SoVI_QS,SoVI_SD,SoVI_SDS,source
1.2103E+11,Block Group 2,409743,3032.645924,520884.006,0,3,574,257,459,0,0,450,187,0.706436421,0,0,1,0,450,186,0.708006279,1,0.005347594,185,49,401,2,0.919937206,0.790598291,0.989304813,104,7,443,83,0.858712716,0.936936937,0.556149733,1,2,2,1,4,3,2,22.52663623,46.27092846,52.81582953,4.414003044,7.212461813,81.57894737,2.893026746,20.39473684,18.89691582,14.06801062,6.924235582,59.6651446,55.86734694,50.7,154437,1340300,,13.48684211,88.58447489,23.6347135,1.481698683,7.00152207,1.470964428,2.283105023,4.845012654,6.634896872,16.60900473,1921.596677,-3.316727431,0,Very Low,-3.316727431,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,502920,4185.212506,644352.1515,0,0,284,117,181,0,0,705,85,0.892405063,0,0,0,0,705,85,0.892405063,0,0,84,35,670,1,0.95443038,0.705882353,0.988235294,53,2,703,32,0.956962025,0.963636364,0.623529412,2,2,3,1,4,4,2,36.9011213,46.99286442,50.254842,1.630988787,3.898635478,71.36659436,2.893115458,13.01518438,19.2581808,2.819956616,7.094952818,52.29357798,49.0872211,51.8,112133,858400,1153,41.64859002,92.76248726,0.407747197,1.488297877,2.956167176,0.815494393,1.121304791,4.825464783,4.020100503,16.43918223,2374.117542,-2.608277939,0,Very Low,-2.608277939,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,686111,4926.676885,880257.7998,69,104,347,183,273,21,12,931,95,0.898961284,0.636363636,0.181034483,32,16,927,84,0.905571294,0.666666667,0.275862069,116,30,913,0,0.971671388,0.794520548,1,69,7,936,47,0.949008499,0.907894737,0.594827586,4,2,4,1,3,4,2,56.27769572,57.01624815,53.32348597,5.106935606,2.319587629,37.8238342,2.879192259,37.8238342,19.6405027,4.14507772,1.477104874,57.31166913,61.7414248,64.5,56958,312200,1122,49.22279793,85.37666174,22.07061378,1.483884501,6.618109279,1.482734496,11.96454948,2.110817942,5.6,6,1457.112624,-0.440671132,2,Moderate,-0.440671132,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 2,605484,4506.986357,774993.1829,2,7,241,56,92,1,0,887,36,0.961038961,1,0.027027027,1,2,885,36,0.958874459,0.333333333,0.027027027,37,53,834,0,0.942640693,0.411111111,1,15,5,882,22,0.970779221,0.75,0.405405405,4,1,3,1,1,4,1,43.36283186,56.56342183,56.56342183,2.654867257,2.097902098,33.5071708,2.875294055,57.36636245,1.101321586,7.170795306,2.212389381,42.18289086,53.23741007,45.5,44840,380800,1461,52.54237288,89.89675516,5.309734513,1.474926254,6.593426105,1.484873305,10.39823009,4.795373919,2.597402597,1.818181818,3280.899225,0.72758591,3,High,0.72758591,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 1,1112001,12528.59533,1367601.991,85,152,1628,1151,1478,35,1,1064,681,0.617069062,0.972222222,0.048882682,69,3,1062,647,0.635036496,0.958333333,0.096368715,716,91,974,0,0.948905109,0.887236679,1,518,63,1002,198,0.853453116,0.891566265,0.723463687,1,3,3,1,3,3,4,37.79128673,49.13880446,52.58358663,2.938196555,2.317290553,83.91752577,1.013171226,20.20618557,18.93228329,2.06185567,0.810536981,56.83890578,56.93430657,54.2,147884,1048300,2333,30.92783505,94.12360689,2.228976697,1.496988469,6.539805052,1.473710831,4.660587639,6.204379562,6.657147599,16.58912988,1129.631409,-4.204346718,0,Very Low,-4.204346718,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,940216,9391.758944,1180752.035,15,173,1932,1414,1582,8,2,670,802,0.457489879,0.8,0.009876543,94,9,663,716,0.510796221,0.912621359,0.116049383,810,183,489,0,0.876518219,0.81570997,1,585,140,532,225,0.753711201,0.806896552,0.722222222,1,3,1,1,2,1,3,18.14865481,48.74601003,52.34838121,6.74874601,2.719665272,79.32647334,2.913216217,5.799812909,18.85525235,6.267539757,0.547195622,65.38987688,52.47311828,44.3,106057,624100,2569,18.89616464,87.27770178,23.80772886,1.504554111,1.322389421,1.48042118,9.02872777,1.290322581,6.658679815,3.234501348,2944.762447,-5.75988035,0,Very Low,-5.75988035,Very Low,Shore_floodpop_matrix
1.2103E+11,Block Group 2,660873,4387.321179,846937.252,365,732,1693,1226,1658,143,0,292,569,0.433266932,1,0.200842697,301,2,290,411,0.588645418,0.99339934,0.422752809,712,13,279,0,0.987051793,0.982068966,1,520,9,283,192,0.799800797,0.982986767,0.730337079,2,4,4,1,4,1,4,13.31189711,36.8488746,44.75884244,10.8681672,7.16176177,55.32286213,2.882264224,22.86212914,18.89200936,10.12216405,4.758842444,61.92926045,47.55970924,31,41343,296100,,19.37172775,69.06752412,28.61736334,1.507680994,6.647427199,1.470788527,2.636655949,4.831556957,6.619726276,15.38461538,2245.622811,-2.329923859,1,Low,-2.329923859,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,842553,11601.95772,1050527.61,274,561,2243,1605,2086,54,15,841,505,0.632508834,0.782608696,0.096601073,122,18,838,437,0.67844523,0.871428571,0.218246869,559,55,801,0,0.961130742,0.910423453,1,400,32,824,159,0.865017668,0.925925926,0.715563506,1,3,4,1,3,3,3,26.91500525,42.44491081,55.40398741,8.027282267,7.462322396,66.50185414,2.87423601,24.72187886,19.52570688,9.147095179,7.241929726,46.06505771,60.93394077,42.9,82806,510800,1489,28.1829419,93.23189927,0.839454355,1.543748172,0.996852046,1.485327945,7.082896118,3.530751708,6.541158991,10.08902077,2486.86088,-1.25443805,1,Low,-1.25443805,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 2,1761520,20919.14555,2493316.895,162,427,2446,1764,1922,42,38,2248,837,0.723538705,0.525,0.04778157,126,73,2213,753,0.739020537,0.633165829,0.14334471,879,254,2032,0,0.919747235,0.775816417,1,643,184,2102,236,0.867298578,0.777509069,0.731513083,1,2,2,1,2,3,4,27.58235623,41.15019542,46.90117253,1.842546064,7.373512655,87.24559023,2.873848192,2.170963365,19.46625877,14.06347497,7.336297066,53.60134003,40.625,46.7,79921,569000,,25.23744912,91.28978224,23.43151678,1.531068647,0.781686209,1.488409237,2.959240648,1.5625,2.096177559,6.658446363,1083.627724,-4.558019623,0,Very Low,-4.558019623,Very Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,785432,9212.664721,1052844.18,297,629,2086,1458,1852,88,8,767,493,0.630530973,0.916666667,0.151462995,191,18,757,390,0.699115044,0.913875598,0.328743546,581,83,692,0,0.93879056,0.875,1,414,45,730,167,0.843657817,0.901960784,0.712564544,1,3,2,1,3,2,3,27.81456954,35.23178808,54.63576159,2.185430464,1.077844311,65.41353383,1.390728477,7.518796992,7.098765432,10.52631579,2.052980132,55.29801325,49.27360775,40.3,56846,419400,2065,24.06015038,83.77483444,4.370860927,1.528398702,3.509933775,1.481668836,16.88741722,4.237288136,6.67126352,3.432137285,1754.297479,-4.029698442,0,Very Low,-4.029698442,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 2,789622,8295.489073,995870.3341,447,832,1804,1164,1761,129,2,649,489,0.613081166,0.984732824,0.208737864,260,4,647,358,0.714736013,0.984848485,0.420711974,618,19,632,0,0.985027581,0.970172684,1,408,7,644,210,0.828999212,0.98313253,0.660194175,1,4,4,1,4,2,2,14.48575567,35.63495896,46.64413327,5.311443747,1.683501684,72.899729,2.937458342,5.420054201,0.768245839,8.265582656,7.099154725,57.36359247,42.12328767,39.2,79039,634100,2188,16.39566396,93.48140995,24.99792652,1.520470279,3.621438918,1.477935341,6.22887494,2.568493151,6.667846966,7.847082495,2420.679656,-4.962609473,0,Very Low,-4.962609473,Very Low,Shore_floodpop_matrix
1.2103E+11,Block Group 3,743703,4130.738529,970832.1565,364,709,1199,267,829,91,41,819,221,0.776450512,0.689393939,0.291666667,190,78,782,122,0.829351536,0.708955224,0.608974359,312,185,675,0,0.842150171,0.6277666,1,87,24,836,225,0.787542662,0.783783784,0.278846154,3,2,1,1,2,1,1,33.90438247,43.26693227,52.11155378,5.378486056,5.081157375,53.95948435,1.314741036,38.12154696,19.07090465,8.563535912,4.900398406,56.45418327,54.20074349,47.6,58392,350000,1448,33.60957643,70.07968127,9.243027888,0.239043825,14.74103586,1.502933255,12.90836653,6.542750929,6.551476884,4.709748083,3782.078078,-1.557052536,1,Low,-1.557052536,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,612135,3624.10066,823867.1178,526,988,1619,871,1231,171,36,469,288,0.663900415,0.826086957,0.37254902,324,52,453,135,0.806016598,0.861702128,0.705882353,459,136,369,0,0.858921162,0.771428571,1,281,49,456,178,0.764522822,0.851515152,0.612200436,2,2,1,1,2,1,2,14.8547329,32.14620431,46.34489222,8.62230553,10.18641811,64.72303207,2.952968069,8.89212828,21.76112709,11.80758017,17.71321462,70.38425492,49.96293551,29.6,33421,231300,892,22.303207,60.16869728,4.170571696,1.504299511,9.746954077,1.593494135,18.41611996,0.889547813,8.3172147,7.253384913,2902.532573,-1.294228486,1,Low,-1.294228486,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 2,603149,3606.067475,805503.775,331,500,1240,206,559,90,35,689,119,0.83494105,0.72,0.43062201,137,52,672,72,0.867095391,0.724867725,0.655502392,209,274,450,0,0.706323687,0.432712215,1,58,2,722,151,0.836012862,0.966666667,0.277511962,2,1,1,1,4,2,1,23.80952381,36.72316384,49.39467312,11.70298628,7.15841343,37.8021978,2.259887006,12.74725275,21.26034144,14.06593407,9.120258273,46.81194512,47.06896552,35.7,26846,271500,1704,26.37362637,79.33817595,1.694915254,1.509476999,6.698950767,1.584679091,6.295399516,4.584051564,2.02247191,17.75280899,1953.830941,0.806211265,3,High,0.806211265,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 1,525324,4411.243765,687027.8854,365,596,1075,8,444,74,43,672,71,0.86744186,0.632478632,0.510344828,104,81,634,41,0.858139535,0.562162162,0.717241379,145,189,526,0,0.780232558,0.434131737,1,2,0,715,143,0.83372093,1,0.013793103,3,1,1,1,4,2,1,29.60352423,35.85903084,49.86784141,2.81938326,13.08724832,39.8034398,1.938325991,5.15970516,21.85910182,6.87960688,10.22026432,52.51101322,49.03474903,51.1,24819,251400,,51.84275184,75.68281938,7.665198238,1.498287845,8.72246696,1.592618582,6.784140969,4.570443373,4.153354633,15.01597444,2006.630297,0.301780459,2,Moderate,0.301780459,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 2,963064,5204.949383,1248132.086,230,409,641,0,380,68,16,1325,76,0.938047138,0.80952381,0.472222222,89,54,1287,55,0.926599327,0.622377622,0.618055556,142,92,1249,2,0.936700337,0.606837607,0.986111111,0,0,1341,144,0.903030303,0,0,1,2,2,1,1,4,1,24.14698163,33.85826772,48.18897638,5.721784777,3.073624017,75.34883721,1.102362205,13.79844961,21.77319651,12.40310078,8.713910761,73.43832021,45.28023599,36.7,44821,305100,1763,21.86046512,74.59317585,11.9160105,1.494203626,6.089238845,1.600932713,5.144356955,0.589970501,1.081081081,30.54054054,1734.621656,-2.038813581,1,Low,-2.038813581,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,640952,3647.614751,837084.1147,374,693,1110,768,879,107,11,650,223,0.763874874,0.906779661,0.324242424,211,21,640,119,0.858728557,0.909482759,0.639393939,330,58,603,0,0.941473259,0.850515464,1,222,48,613,108,0.842583249,0.822222222,0.672727273,2,3,3,1,2,2,3,28.9648623,38.84140551,43.3048433,4.368471035,8.500772798,51.83374083,2.930946207,40.58679707,20.55631354,13.73850768,5.603038936,61.44349478,31.08108108,37.6,41445,287000,1388,33.25183374,93.0674264,2.564102564,1.521517819,6.957483767,1.538294023,4.463437797,0.675675676,6.530538987,6.889352818,1652.715116,-4.238150741,0,Very Low,-4.238150741,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 2,632904,3654.892263,817637.2941,267,1144,1976,1101,1840,100,2,393,497,0.496975806,0.980392157,0.167504188,379,9,386,218,0.771169355,0.976804124,0.634840871,597,45,350,0,0.954637097,0.929906542,1,339,41,354,258,0.69858871,0.892105263,0.567839196,3,4,3,1,3,1,2,33.97333333,50.29333333,40.53333333,5.386666667,1.032258065,25.55673383,5.653333333,33.08589608,34.34256055,9.8621421,4.96,41.33333333,43.15514993,55.9,25409,195200,1092,39.23647932,82.08,7.946666667,1.524488366,3.626666667,1.543961901,10.08,4.613259761,10.59063136,8.553971487,3858.993532,-1.328269143,1,Low,-1.328269143,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 3,620379,3667.158057,796216.277,1085,1287,1613,962,1430,268,8,559,114,0.871443625,0.971014493,0.701570681,323,12,555,59,0.925184405,0.964179104,0.845549738,382,54,513,0,0.943097998,0.876146789,1,223,18,549,159,0.813487882,0.925311203,0.583769634,2,3,3,1,3,2,2,23.76847291,36.76108374,43.28817734,3.633004926,8.626198083,54.60636516,2.939979551,36.34840871,20.54682779,9.045226131,8.743842365,57.82019704,42.45283019,32.3,37814,239800,1353,27.80569514,79.18719212,1.84729064,1.522035509,2.586206897,1.519327125,21.85960591,4.646989218,2.010050251,12.73031826,2492.39827,-0.846214604,2,Moderate,-0.846214604,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 3,651715,3648.232887,836433.1365,96,225,470,0,235,41,0,902,61,0.939243028,1,0.401960784,75,24,878,27,0.949203187,0.757575758,0.735294118,102,113,789,0,0.887450199,0.474418605,1,0,0,902,102,0.898406375,0,0,2,1,2,1,1,3,1,15.37958115,30.89005236,66.23036649,14.65968586,7.17833948,57.20338983,1.178010471,44.06779661,20.59366195,31.77966102,0.523560209,57.98429319,60.496614,31.4,42555,270000,1750,25.84745763,54.90837696,17.47382199,1.511311937,6.744259363,1.57371831,10.20942408,1.467268623,6.482885354,14.57219251,1875.79114,-0.409474234,2,Moderate,-0.409474234,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 1,937558,6805.807405,1282482.953,140,264,12,0,8,1,49,1236,1,0.961149961,0.02,0.5,1,86,1199,1,0.932400932,0.011494253,0.5,1,2,1283,1,0.997668998,0.333333333,0.5,0,0,1285,2,0.998445998,0,0,3,1,4,1,1,4,1,16.41967991,34.55838767,51.21517487,6.579727327,3.959131545,42.02401372,2.904564315,38.76500858,6.763285024,17.49571184,13.98933017,46.41375222,47.20744681,37.2,27617,219500,1149,23.15608919,65.56016598,3.793716657,1.485597836,7.528156491,1.629936428,24.00711322,3.856382979,1.405975395,27.94376098,1610.536639,3.082992926,4,Very High,3.082992926,High,Shore_floodpop_matrix
1.2103E+11,Block Group 3,155564,1779.04826,199627.0634,380,650,786,741,742,80,3,77,79,0.656903766,0.963855422,0.503144654,135,4,76,24,0.882845188,0.971223022,0.849056604,159,10,70,0,0.958158996,0.940828402,1,146,10,70,13,0.90376569,0.935897436,0.918238994,4,4,3,1,4,4,4,100,79.73509934,52.71523179,5.290181842,12.72727273,18.93687708,2.889324911,12.62458472,19.1444463,14.19441117,5.960264901,21.85430464,69.44444444,79.4,49847,129000,1173,87.7076412,100,23.00336842,1.562167799,6.990600741,1.415593208,1.854304636,4.777336944,6.770366171,16.5471385,10022.76593,6.755893044,4,Very High,6.755893044,Very High,Shore_floodpop_matrix
1.2103E+11,Block Group 3,565227,17629.65214,729636.002,71,88,1305,730,800,13,11,918,259,0.775187344,0.541666667,0.047794118,14,17,912,258,0.771024147,0.451612903,0.051470588,272,185,744,0,0.845961699,0.595185996,1,172,83,846,100,0.847626978,0.674509804,0.632352941,1,2,1,1,1,3,2,27.03517588,39.69849246,47.33668342,1.407035176,7.526112251,81.51898734,1.206030151,36.33423908,19.55581314,7.341772152,7.164106992,46.13065327,49.23747277,50.3,114591,884800,,30.12658228,97.18592965,24.27364309,1.560123393,1.206030151,1.430191688,3.51758794,3.48583878,6.579650423,16.63357173,1809.982579,-3.766235908,0,Very Low,-3.766235908,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,794266,4038.070066,1019796.993,52,716,2189,1781,1993,33,2,662,519,0.571546053,0.942857143,0.059782609,229,6,658,323,0.729440789,0.974468085,0.414855072,552,50,614,0,0.958881579,0.916943522,1,380,51,613,172,0.816611842,0.881670534,0.688405797,4,4,4,1,3,2,3,22.71234162,50.39887377,60.62881276,2.064758329,1.565074135,14.7113594,4.22336931,68.43575419,3.174603175,15.92178771,9.197559831,56.96855936,56.15062762,30.7,26044,218000,1375,18.34264432,65.69685594,15.29798217,0.375410605,1.07930549,1.512732453,10.65227593,4.539728298,6.440347697,18.43043995,3502.180355,0.569324567,3,High,0.569324567,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 2,1107132,4957.634155,1453813.002,129,356,1611,1144,1552,36,0,418,442,0.506696429,1,0.075313808,107,3,415,371,0.582589286,0.972727273,0.223849372,478,43,375,0,0.952008929,0.917466411,1,322,39,379,156,0.782366071,0.891966759,0.673640167,3,4,3,1,3,1,3,10.10976314,42.11438475,58.463316,2.83073368,4.980842912,24.27983539,2.310803004,63.23731139,5.837563452,22.08504801,13.40265742,60.31195841,55.12295082,41.3,33493,239000,1226,16.59807956,67.82206817,6.412478336,1.558004659,4.737146158,1.528139082,18.83304448,4.570434577,3.287671233,14.38356164,1705.408107,1.811517147,3,High,1.811517147,High,Shore_floodpop_matrix
1.2103E+11,Block Group 2,633885,3721.135763,871034.8669,155,267,879,109,408,24,27,799,179,0.799805637,0.470588235,0.118226601,77,34,792,126,0.844509232,0.693693694,0.379310345,202,196,630,1,0.808551992,0.507537688,0.995073892,32,7,819,171,0.827016521,0.820512821,0.157635468,4,1,1,1,2,2,1,82.96041308,64.37177281,53.52839931,5.271006916,11.5727003,35.96256684,2.581755594,15.90909091,80.83538084,6.016042781,2.839931153,29.00172117,53.02013423,72.9,42052,54900,1122,76.60427807,98.36488812,19.23331429,1.529460987,6.870597847,1.597308428,10.85242469,13.75838926,6.382791457,16.55770465,3056.267205,3.675127514,4,Very High,3.675127514,High,Shore_floodpop_matrix
1.2103E+11,Block Group 3,955894,6523.288733,1270964.593,313,611,1286,834,686,59,26,1079,129,0.880123743,0.694117647,0.313829787,104,46,1059,84,0.899458623,0.693333333,0.553191489,188,188,917,0,0.854601701,0.5,1,148,59,1046,40,0.923433875,0.714975845,0.787234043,4,1,1,1,1,4,4,23.67601246,47.42990654,60.66978193,5.607476636,6.97828693,33.82594417,2.492211838,25.45155993,22.86533341,11.49425287,2.570093458,51.32398754,51.59332322,30.4,47483,526600,1011,39.408867,86.21495327,5.062305296,1.527656214,1.713395639,1.59266139,8.255451713,4.478213914,6.296145373,17.65957447,1650.090467,-0.344933764,2,Moderate,-0.344933764,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 4,380487,2964.005918,513613.1653,452,825,1176,844,984,100,11,329,181,0.690821256,0.900900901,0.355871886,210,23,317,71,0.84863124,0.901287554,0.747330961,281,71,269,0,0.885668277,0.798295455,1,185,58,282,96,0.752012882,0.761316872,0.658362989,3,2,2,1,2,1,2,18.70196413,39.36806149,58.15542272,2.647309991,7.294084259,36.87635575,1.793339026,30.15184382,22.69009511,28.19956616,7.841127441,64.98719044,52.69382392,28.5,30911,246000,1172,38.82863341,81.89581554,2.818104184,1.531842598,7.090876581,1.566553914,6.319385141,4.500956104,6.343303487,10.23965142,3138.060417,-0.752703845,2,Moderate,-0.752703845,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 2,378821,3079.70043,479807.094,22,89,929,634,897,6,2,225,360,0.389544688,0.75,0.016393443,29,3,224,337,0.426644182,0.90625,0.079234973,366,19,208,0,0.967959528,0.950649351,1,247,16,211,119,0.772344013,0.939163498,0.674863388,3,4,4,1,4,1,3,37.2027972,50.20979021,40.6993007,3.636363636,2.78551532,34.54038997,2.92375534,18.94150418,19.99422201,4.735376045,7.921239726,50.20979021,51.57593123,56.6,38527,224800,1712,49.5821727,88.67132867,20.93451209,1.58550659,6.153846154,1.483408624,19.44055944,4.561672135,10,23.5483871,2454.486234,-0.211491822,2,Moderate,-0.211491822,Moderate,Shore_floodpop_matrix
1.2103E+11,Block Group 2,1481156,12924.3026,1952965.817,149,191,2285,1684,1970,54,11,1643,698,0.705320033,0.830769231,0.071808511,74,19,1635,678,0.710307564,0.795698925,0.098404255,752,120,1534,0,0.950124688,0.862385321,1,558,74,1580,194,0.888611804,0.882911392,0.742021277,1,3,3,1,3,3,4,25.09578544,43.19923372,58.9559387,6.034482759,2.466960352,69.29046563,2.90277491,28.8248337,18.67033329,5.432372506,1.436781609,54.35823755,48.23848238,54,106165,994500,1672,27.16186253,89.36781609,2.969348659,1.533473987,2.059386973,1.41204903,5.890804598,1.89701897,6.656880452,4.397394137,1577.269603,-4.339188014,0,Very Low,-4.339188014,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,714149,4306.54125,923524.2588,87,603,1645,1202,1625,33,4,474,591,0.460072595,0.891891892,0.052884615,228,4,474,396,0.637023593,0.982758621,0.365384615,624,17,461,0,0.984573503,0.973478939,1,442,13,465,182,0.823049002,0.971428571,0.708333333,2,4,4,1,4,2,3,17.69115442,39.88005997,50.29985007,2.473763118,8.250355619,54.88721805,2.323838081,23.68421053,20.18704199,16.91729323,6.971514243,52.69865067,56.43410853,32.2,37016,276300,2128,24.2481203,70.68965517,7.496251874,1.58758286,5.697151424,1.405718807,14.76761619,2.015503876,4.068522484,5.781584582,1929.403217,-2.211875511,1,Low,-2.211875511,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 2,338863,2991.681575,435022.9067,74,290,2505,1877,2137,7,4,272,254,0.519553073,0.636363636,0.026819923,30,8,268,231,0.554934823,0.789473684,0.114942529,261,45,231,0,0.916201117,0.852941176,1,178,37,239,83,0.776536313,0.827906977,0.681992337,4,3,2,1,2,1,3,14.43708609,52.78145695,61.19205298,9.470198675,5.207328833,19.07151819,7.682119205,93.35006274,20.62140229,22.33375157,9.536423841,68.67549669,56.46186441,30.3,29497,438400,1221,15.43287327,73.24503311,15.43046358,1.580102359,7.105672825,1.427394727,20.39735099,4.570259444,6.570493695,19.18604651,6091.641944,3.671998115,4,Very High,3.671998115,High,Shore_floodpop_matrix
1.2103E+11,Block Group 3,624433,4563.759932,831186.8652,137,231,1389,832,1103,45,4,563,380,0.612903226,0.918367347,0.105882353,74,6,561,351,0.640120968,0.925,0.174117647,424,98,469,1,0.900201613,0.812260536,0.997647059,259,75,492,166,0.757056452,0.775449102,0.609411765,3,3,2,1,2,1,2,18.05441055,45.67188788,48.30997527,12.0362737,3.506097561,53.06859206,2.96784831,44.22382671,20.65075075,8.122743682,3.627370157,54.08079143,42.81200632,35.8,75734,322900,1248,21.4801444,66.77658697,8.90354493,6.347897774,2.473206925,1.406744233,23.82522671,4.705544011,4.166666667,4.166666667,2297.862917,2.544137386,4,Very High,2.544137386,High,Shore_floodpop_matrix
1.2103E+11,Block Group 3,723814,12897.12952,927470.3379,43,90,1074,854,1035,12,10,380,380,0.501278772,0.545454545,0.030612245,29,11,379,363,0.52173913,0.725,0.073979592,392,17,373,0,0.97826087,0.958435208,1,310,7,383,82,0.886189258,0.977917981,0.790816327,2,4,4,1,4,3,4,20.92013889,47.30902778,48.17708333,4.166666667,5.812220566,67.33944954,0.694444444,12.29357798,20.76501342,1.467889908,3.038194444,58.24652778,44.30379747,49.2,72728,497600,860,30.27522936,85.85069444,16.9327151,3.90625,7.309961505,1.48284772,15.19097222,1.898734177,15.42750929,6.133828996,1950.157653,-3.489542433,0,Very Low,-3.489542433,Low,Shore_floodpop_matrix
1.2103E+11,Block Group 1,369367,3193.493547,474085.0136,0,1,379,211,221,2,0,533,67,0.888704319,1,0.028985507,6,0,533,63,0.895348837,1,0.086956522,67,46,487,2,0.920265781,0.592920354,0.971014493,58,42,491,11,0.911960133,0.58,0.84057971,4,2,2,1,1,4,4,90.27522936,63.66972477,58.16513761,5.236253055,7.262349649,35.15850144,2.917843503,57.34870317,18.13326349,14.09365406,5.871559633,22.75229358,33.87096774,78.1,57585,404200,1847,77.52161383,90.4587156,24.10679205,1.492699302,1.28440367,1.331010899,6.972477064,4.936066153,6.735559421,16.6548519,2433.165114,2.249571696,3,High,2.249571696,High,Shore_floodpop_matrix
1.2103E+11,Block Group 1,704369,4372.280708,988030.6896,156,460,1018,674,716,44,25,829,296,0.731155779,0.637681159,0.129411765,158,46,808,182,0.809045226,0.774509804,0.464705882,340,170,684,0,0.857621441,0.666666667,1,226,106,748,114,0.815745394,0.680722892,0.664705882,1,2,1,1,1,2,2,26.25937835,42.55091104,46.73097535,0.857449089,3.435804702,80.10075567,1.071811361,8.564231738,20.08007457,14.0541087,7.999551241,59.27116827,37.2659176,48.6,92043,542600,2425,25.69269521,89.06752412,4.394426581,1.596291109,1.92926045,1.420278415,2.786709539,4.608491988,6.453589068,16.86557837,1459.790292,-5.126518292,0,Very Low,-5.126518292,Very Low,Shore_floodpop_matrix
1.2103E+11,0.218262,1180332,11392.43209,1495602.66,85,153,748,525,437,11,0,1648,243,0.872239748,1,0.043307087,32,0,1648,222,0.883280757,1,0.125984252,253,71,1577,1,0.96214511,0.780864198,0.996062992,219,80,1568,35,0.939537329,0.732441472,0.862204724,3,4,4,2,2,4,4,3.578663065,23.97029034,55.57056043,5.166041599,6.639427988,65.07042254,2.849224899,28.16901408,18.37162813,13.92043728,3.038487508,66.10398379,57.75656325,30.6,21955,191900,946,12.3943662,74.07157326,13.43686698,0.405131668,2.093180284,1.10438508,9.385550304,2.625298329,6.701685425,41.53543307,778.9765248,-2.138878555,1,Low,-2.138878555,Low,StPt_floodpop_matrix
1.2103E+11,-5.014382,409743,3032.645924,520884.006,0,0,141,80,6,0,0,249,4,0.984189723,0,0,0,0,249,4,0.984189723,0,0,4,47,202,0,0.814229249,0.078431373,1,3,30,219,1,0.877470356,0.090909091,0.75,1,1,1,2,1,1,3,22.52663623,46.27092846,52.81582953,4.414003044,7.212461813,81.57894737,2.893026746,20.39473684,18.89691582,14.06801062,6.924235582,59.6651446,55.86734694,50.7,154437,1340300,,13.48684211,88.58447489,23.6347135,1.481698683,7.00152207,1.470964428,2.283105023,4.845012654,6.634896872,16.60900473,1921.596677,-3.316727431,0,Very Low,-3.316727431,Low,StPt_floodpop_matrix
1.2103E+11,2.62012,321677,2726.608711,412250.0509,87,395,997,530,839,16,0,350,160,0.69581749,1,0.090909091,82,3,347,94,0.815589354,0.964705882,0.465909091,176,33,317,0,0.937262357,0.842105263,1,111,7,343,65,0.863117871,0.940677966,0.630681818,4,4,2,2,4,1,3,21.51088348,35.59539052,45.83866837,7.938540333,41.26984127,12.58992806,9.731113956,48.92086331,18.40428436,45.32374101,7.42637644,40.33290653,63.78378378,27.3,21879,110300,975,13.66906475,8.322663252,88.98847631,1.439498034,6.108823633,1.462848439,9.287053913,4.951475436,12.20930233,29.06976744,2238.334478,3.833116867,4,Very High,3.833116867,High,StPt_floodpop_matrix
